hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,fc,aucpxv,aucf2,aucf3,ar,i,κ,anom_disc,model,dataset
32,8,3,relu,Dense,128,0,10.0,40,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,41,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,42,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,43,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,44,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,45,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,46,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,47,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,48,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,49,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,128,0,10.0,50,0.9837587006960556,0.5,0.5,0.05,2,50.0,0,svae,abalone
32,8,3,relu,Dense,512,0,10.0,1,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,2,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,3,0.988399071925754,0.9953596287703016,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,4,0.988399071925754,0.9953596287703016,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,5,0.988399071925754,0.9930394431554525,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,6,0.988399071925754,0.988399071925754,0.9976798143851509,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,7,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,8,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,9,0.988399071925754,0.9976798143851509,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,10,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,11,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,12,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,13,0.988399071925754,0.9976798143851509,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,14,0.988399071925754,1.0,0.9953596287703016,0.05,2,0.5,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,15,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,16,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,17,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,18,0.988399071925754,0.9953596287703016,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,19,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,20,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,21,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,22,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,23,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,24,0.988399071925754,0.9953596287703016,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,25,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,26,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,27,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,28,0.988399071925754,0.9860788863109049,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,29,0.988399071925754,0.9930394431554525,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,30,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,31,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,32,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,33,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,34,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,35,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,36,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,37,0.988399071925754,0.988399071925754,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,38,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,39,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,40,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,41,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,42,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,43,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,44,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,45,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,46,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,47,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,48,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,49,0.988399071925754,1.0,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,50,0.988399071925754,0.9976798143851509,1.0,0.05,2,0.5,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,1,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,2,0.988399071925754,1.0,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,3,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,4,0.988399071925754,0.9907192575406032,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,5,0.988399071925754,1.0,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,6,0.988399071925754,1.0,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,7,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,8,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,9,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,10,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,11,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,12,0.988399071925754,0.9953596287703016,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,13,0.988399071925754,0.9953596287703016,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,14,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,15,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,16,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,17,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,18,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,19,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,20,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,21,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,22,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,23,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,24,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,25,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,26,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,27,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,28,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,29,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,30,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,31,0.988399071925754,0.9930394431554525,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,32,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,33,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,34,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,35,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,36,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,37,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,38,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,39,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,40,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,41,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,42,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,43,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,44,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,45,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,46,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,47,0.988399071925754,0.9953596287703016,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,48,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,49,0.988399071925754,0.9976798143851509,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,50,0.988399071925754,1.0,1.0,0.05,2,1.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,1,0.988399071925754,1.0,0.9930394431554525,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,2,0.988399071925754,0.9976798143851509,0.9907192575406032,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,3,0.988399071925754,0.9976798143851509,0.9907192575406032,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,4,0.988399071925754,0.9976798143851509,0.988399071925754,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,5,0.988399071925754,0.9953596287703016,0.9907192575406032,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,6,0.988399071925754,1.0,0.988399071925754,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,7,0.988399071925754,1.0,0.988399071925754,0.05,2,3.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,8,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,9,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,10,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,11,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,12,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,13,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,14,0.988399071925754,0.9953596287703016,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,15,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,16,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,17,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,18,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,19,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,20,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,21,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,22,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,23,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,24,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,25,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,26,0.988399071925754,0.988399071925754,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,27,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,28,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,29,0.988399071925754,0.9930394431554525,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,30,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,31,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,32,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,33,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,34,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,35,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,36,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,37,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,38,0.988399071925754,0.9953596287703016,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,39,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,40,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,41,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,42,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,43,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,44,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,45,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,46,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,47,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,48,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,49,0.988399071925754,1.0,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,50,0.988399071925754,0.9976798143851509,1.0,0.05,2,3.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,1,0.988399071925754,1.0,1.0,0.05,2,5.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,2,0.988399071925754,1.0,1.0,0.05,2,5.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,3,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,4,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,5,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,6,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,7,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,8,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,9,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,10,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,11,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,12,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,13,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,14,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,15,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,16,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,17,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,18,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,19,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,20,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,21,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,22,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,23,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,24,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,25,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,26,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,27,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,28,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,29,0.988399071925754,0.9930394431554525,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,30,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,31,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,32,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,33,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,34,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,35,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,36,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,37,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,38,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,39,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,40,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,41,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,42,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,43,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,44,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,45,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,46,0.988399071925754,0.9953596287703016,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,47,0.988399071925754,0.9976798143851509,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,48,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,49,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,50,0.988399071925754,1.0,1.0,0.05,2,5.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,1,0.988399071925754,1.0,0.9976798143851509,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,2,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,3,0.988399071925754,1.0,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,4,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,5,0.988399071925754,1.0,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,6,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,7,0.988399071925754,1.0,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,8,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,1,svae,abalone
32,8,3,relu,Dense,512,0,10.0,9,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,10,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,11,0.988399071925754,1.0,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,12,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,13,0.988399071925754,1.0,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,14,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,15,0.988399071925754,1.0,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,16,0.988399071925754,1.0,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,17,0.988399071925754,0.9953596287703016,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,18,0.988399071925754,1.0,1.0,0.05,2,10.0,2,svae,abalone
32,8,3,relu,Dense,512,0,10.0,19,0.988399071925754,0.9976798143851509,1.0,0.05,2,10.0,2,svae,abalone
